station_code,areas,region,tempurature,dis_oxy,ph,conduct,bod,nit,coli,total_coli,grade,potable
766,"UMSHYRPI RIVER AT RISA COLONY, EAST KHASI HILLS",MEGHALAYA,17.6,7.3,6.9,61,2.2,2,25,52,B,1
767,"UMSHYRPI RIVER AT LAW COLLEGE, DHANKETI, EAST KHASI HILLS",MEGHALAYA,18.7,1.2,7.1,380,45.7,15.6,51583,94083,F,0
768,"UMSHYRPI RIVER AT UMSHYRPI BRIDGE, EAST KHASI HILLS",MEGHALAYA,18.7,3.2,7.1,258,23.5,10.3,31833,54083,F,0
769,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",MEGHALAYA,23.1,7.2,7.2,124,6.9,4.5,348,552,F,0
770,"UMTREW RIVER AT UMRAN, RINaN BHOI",MEGHALAYA,22.6,7.2,7.1,65,2.1,2.4,56,120,B,1
771,"WAH BLEI AT RIANGDO, WEST KHASI HILLS",MEGHALAYA,20,7.5,7.3,64,1.9,3.3,21,42,A,1
772,"WAH BLEI AT SHDADDKHAR, WEST KHASI HILLS",MEGHALAYA,19.9,7.6,7.3,65,1.9,3.8,21,43,A,1
774,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,24.4,7.2,7.3,275,1.5,0.1,4,68,B,1
777,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",TRIPURA,27.3,6.2,7.8,165,2.1,0,282,340,B,1
778,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA,29.1,6.4,7.8,158,4.1,0.5,458,500,D,0
779,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,26.6,6.6,7.9,210,4.2,1.9,510,572,E,0
781,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",GUJARAT,27.1,7.3,7.9,693,0.5,1,161,173,B,1
1078,KALU AT ATALE VILLAGE,MAHARASHTRA,27,4.8,7.2,5429,8.4,2.08,177,408,F,0
782,"DAMANGANGA AT KACHIGAON D\S (DAMAN), GUJARAT",GUJARAT,27.3,5,7.6,1676,1.8,8,329,174,B,1
784,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",GUJARAT,24.5,6,7.7,1863,8.6,1,47,1183,D,0
786,"KOLAK AT PATALIA BDG., GUJARAT",GUJARAT,27.5,5.3,7.8,817,2.8,1,9,23,B,1
788,BALEHWAR KHADI AT N.H. NO 8,GUJARAT,28.4,4.5,8.3,1287,1.5,11,116,5,C,1
790,"AMBIKA AT BILIMORA, GUJARAT",GUJARAT,27.6,6.8,8.2,1862,2.5,0.87,7,64,B,1
793,KAVERI ON BRIDGE AT BILLIMORANaNVALSAD ROAD,GUJARAT,27,6.7,8.1,2520,7.2,1,6,41,D,0
796,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANaNL JOINS, GOA",GOA,30,5.6,7.5,41,2,0.08,7022,13410,D,0
797,ZUARI AT PANCHAWADI,GOA,30.4,5.5,6.7,209,0.8,0.17,1893,2915,C,1
798,RIVER ZUARI AT BORIM BRIDGE,GOA,30.8,5.5,7.1,123,1.5,0.09,3293,6264,D,0
799,RIVER ZUARI AT MARCAIM JETTY,GOA,30.3,5.3,7.3,182,1.5,0.08,1976,3080,C,1
800,"MANDOVI AT NEGHBOURHOOD OF PANaNJI, GOA",GOA,30.1,6,7.6,100,1.2,0.17,5129,6086,D,0
801,"MANDOVI AT TONCA, MARCELA, GOA",GOA,29.9,5.7,6.9,111,1,0.14,939,3061,C,1
802,RIVER MANDOVI AT AMONaN BRIDGE,GOA,29.1,6.4,7.1,140,1.1,0.1,4464,7908,D,0
803,RIVER MANDOVI AT IFFI JETTY,GOA,29.9,6.2,7.8,44,2,0.06,9429,9320,D,0
804,RIVER MANDOVI NEAR HOTEL MARRIOT,GOA,29.8,6.1,7.6,43,1.8,0.06,6668,9554,D,0
805,"RIVER KALNaN AT CHANDELNaN PERNEM, GOA",GOA,27.9,7,6.9,64,1.1,0.09,1641,2841,C,1
806,"RIVER ASSONORA AT ASSONORA, GOA",GOA,28.2,6.6,6.5,62,1,0.14,4073,7190,E,0
807,"RIVER BICHOLIM VARAZAN NaNGAR , BICHOLIM",GOA,29.6,7,6.8,304,2,0.49,12140,23867,D,0
808,"RIVER CHAPORA NEAR ALORNaN FORT ,PERNEM",GOA,28.8,7,7,55,1.2,0.66,1298,2813,C,1
809,RIVER CHAPORA AT SIOLIM,GOA,29.5,6.3,7.6,213,1.5,0.06,3803,7069,D,0
810,"RIVER KHANDEPAR AT OPA NaN PONDA, GOA",GOA,29.8,6.7,6.8,83,1.2,0.17,2140,3559,C,1
811,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",GOA,29.7,7.1,6.6,76,1,0.12,2367,3527,C,1
812,"RIVER KUSHAWATI NEAR BUND AT KEVONaN,RIVON,SANGUEM",GOA,28.7,6.7,6.6,107,1.3,0.22,2461,3757,C,1
813,"RIVER MADAI AT DABOS NaN  VALPOI, GOA",GOA,27.9,7.2,6.7,89,0.9,0.06,832,1996,C,1
814,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANaNPANaNJI,GOA,29.3,4.2,6.7,192,2,0.16,4448,9286,D,0
815,"RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAONaN CANaNCONaN NaNTIONaNL HIGHWAY)",GOA,28.6,6.3,6.6,79,1.6,0.19,2830,6054,D,0
816,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",GOA,29.8,5.6,7.7,142,1.7,0.14,1831,3644,C,1
817,"RIVER SAL AT KHAREBAND, MARGAO",GOA,28.6,2.8,6.4,424,3.2,0.35,12658,21036,E,0
818,"RIVER SAL AT ORLIM BRIDGE, ORLIM",GOA,30.6,5.2,7.1,306,2.6,0.34,1411,1525,C,1
819,RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE),GOA,30.3,5.6,7.7,40,1.5,0.07,4153,7130,D,0
820,RIVER SINQUERIM NEAR NERUL TEMPLE,GOA,30.4,5.5,7.7,40,1.5,0.08,7086,12282,D,0
821,"RIVER TALPONaN AT CANaNCONaN, GOA",GOA,29.6,6.9,6.7,63,0.9,0.21,691,1132,C,1
822,RIVER TIRACOL AT TIRACOL,GOA,29.6,6.3,7.6,227,1.7,0.08,3622,3612,C,1
823,"RIVER VALVANT AT SANKLI NaN BICHOLIM, GOA",GOA,29.5,7.1,6.6,68,1.1,0.13,4124,8167,D,0
824,"AMBA RIVER AT D/S OF WAKEN BRIDGENaNU/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,26.7,6.9,7.7,121,3.3,1,77,163,D,0
825,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",MAHARASHTRA,29.3,7.2,8.2,112,3.3,1,39,94,D,0
826,"BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,28,6.9,7.7,103,3.7,0.57,48,103,D,0
827,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,28.2,6.9,7.6,104,3.5,0.75,37,79,D,0
828,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,26.5,6.4,7.4,1003,4.3,2.89,524,753,F,0
829,"KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.",MAHARASHTRA,20.7,6.3,8.3,408,2.7,1.58,64,157,B,1
830,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA,27.2,6.7,7.8,105,3.6,1,43,89,D,0
831,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,27.5,6.3,7.6,209,4.4,1.86,48,98,E,0
832,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINaN ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,26,5.9,7.6,13768,5,1.79,166,300,F,0
833,"KUNDALIKA RIVER AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATIONNaNSWEET ZONE), ROHA",MAHARASHTRA,26.5,7.3,7.7,86,3.2,1,50,93,D,0
834,MITHI RIVER,MAHARASHTRA,27,3.6,7.4,6487,30.5,1.5,534,745,F,0
835,"MUCHKUNDI RIVER AT  WAKED,RATNaNGIRI, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNaNGIRI.",MAHARASHTRA,27.3,6.3,8.3,999,3.3,1.78,4,112,E,0
836,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA,28.7,7.2,7.7,125,3.3,1,39,89,D,0
837,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,28.4,7.1,7.5,127,3.4,4.4,17,63,F,0
838,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",MAHARASHTRA,28.7,7.1,7.4,5300,38,1,388,667,D,0
839,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA,28.7,7.2,7.6,127,3.2,1,22,51,D,0
840,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",MAHARASHTRA,28.7,7,7.6,126,3.3,1,20,63,D,0
841,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",MAHARASHTRA,28.7,7.2,7.6,126,3.4,1.89,29,64,E,0
842,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",MAHARASHTRA,28.7,7.1,7.8,112,3.2,0.63,43,88,D,0
843,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA,29.3,6.8,7.7,9590,3.6,4.57,3,124,F,0
844,"SAVITRI RIVER JACKWELL AT UPSA KENDRE, NaNGALWADI, MAHAD, RAIGAD",MAHARASHTRA,28.3,6.8,7.4,174,3.7,2.26,4,124,F,0
845,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",MAHARASHTRA,28.7,6.8,7.6,2572,3.3,4.22,4,118,F,0
846,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",MAHARASHTRA,29.2,6.7,7.8,6030,4.4,4.78,4,138,F,0
847,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,28.7,6.8,7.7,7207,3.9,4.25,3,120,F,0
848,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,27.2,6.8,8.1,167,3.8,1,32,85,D,0
849,"SURYA RIVER AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE",MAHARASHTRA,27.2,6.8,8,173,3.5,1,53,98,D,0
850,"SURYA RIVER AT INTAKE OF VASAINaNVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",MAHARASHTRA,27.2,7,8,168,3.6,1,44,83,D,0
851,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA,28,6.9,7.9,131,3.5,0.75,41,96,D,0
852,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",MAHARASHTRA,26.2,7,7.6,125,3.5,0.6,33,63,D,0
853,ULHAS RIVER ATJAMBHUL WATER WORKS.,MAHARASHTRA,26.2,7.2,7.5,132,3.3,0.9,38,88,D,0
854,"VAITARNaN RIVER NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE.",MAHARASHTRA,28.2,7.2,7.7,119,3.3,1,35,68,D,0
855,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,24.5,6.9,7.5,159,2.8,1,3,82,B,1
856,"VASHISHTI RIVER AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL, KHERDI, RATNaNGIRI",MAHARASHTRA,24.5,6.7,7.7,141,3.3,3,4,90,F,0
857,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNaNGIRI",MAHARASHTRA,24.5,7.3,7.7,132,2.9,2,3,88,B,1
858,"ACHENKOIL AT THUMPAMON, KERALA",KERALA,24,6.4,7.3,76,1.7,0.62,199,788,C,1
859,"ACHENKOIL AT CHENNITHULA, KERALA",KERALA,24.9,6,7.1,85,1.7,0.53,262,538,C,1
860,"ACHENKOIL AT KALLARAKADAVU, PATHANaNMTHITTA",KERALA,24.3,6.3,7.1,69,1.3,0.57,248,593,C,1
861,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE), PATHANaNMTHITTA",KERALA,24.8,6.5,7.3,76,1.6,0.55,226,545,C,1
862,R ANCHARAKANDY AT MERUVAMBA,KERALA,26.4,6.7,6.6,60,1.2,0.34,228,435,B,1
863,R ANCHARAKANDY AT MERUVAMBA,KERALA,27,7,6.6,3544,1.5,0.37,208,435,B,1
864,R AYROOR AT AYROOR BRIDGE,KERALA,26.6,6.7,7.3,51,0.8,0.35,547,1567,C,1
865,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA,28.6,6.9,7.7,107,0.7,0.46,255,443,B,1
866,R BHARATHAPUZHA AT PATTAMBI,KERALA,28.8,6.7,7.9,173,0.9,0.56,191,426,B,1
867,"CHALAKUDY AT PULICKALKANaNDAVU, KERALA",KERALA,28,5.6,6.9,126,1.2,0.67,266,990,C,1
868,"CHALIYAR AT KOOLIMADU, KERALA",KERALA,27.4,7.3,7.4,70,0.8,0.31,2984,4208,C,1
869,"CHALIYAR AT CHUNGAPALLY, KERALA",KERALA,27.5,6.9,7.4,12754,0.8,0.29,1807,2557,C,1
870,"CHALIYAR AT NILAMBUR, MALAPPURAM",KERALA,26.8,7.1,7.4,80,0.6,0.5,1921,2831,C,1
871,"CHANDRAGIRI AT PADIYATHADKA, KERALA",KERALA,30,7.2,6.9,62,1.3,0.11,33,150,B,1
872,"CHITRAPUZHA AT IRUMPANaNM, KERALA",KERALA,28.8,3.4,6.7,2965,2.3,1.11,271,1236,F,0
873,R CORAPUZHA AT KANaNYANKODE,KERALA,27.4,6.1,7.2,15871,0.9,0.25,1667,2975,C,1
874,"R ITHIKKARA AT AYUR, KERALA",KERALA,24.8,6.4,7.2,120,1.9,0.77,258,618,C,1
875,R ITHIKKARA AT ITHIKKARA,KERALA,23.6,6.2,7.2,7448,2,1.01,184,483,B,1
876,"R KADALUNDI AT THIRURANGADY, KERALA",KERALA,29.8,6.6,6.9,77,1.6,0.29,264,756,C,1
877,R KADALUNDI AT HAJIRAPPALLY,KERALA,30.2,6.8,7,72,1.7,0.2,249,785,C,1
878,R KADAMBAYAR AT BRAHMAPURAM,KERALA,28.2,2.9,6.7,305,2.2,1.28,403,1623,E,0
879,R KADAMBAYAR AT MANCKAKADAVU,KERALA,27.7,3,6.6,86,2,0.39,357,1319,E,0
880,"KALLADA AT PERUMTHOTTAMKADAVU, PUNaNLOOR, KERALA",KERALA,23.9,6.7,7.1,79,1.6,0.34,313,738,C,1
881,R KALLAI AT KALLAI BRIDGE,KERALA,27.4,3.6,7.3,32790,2.6,0.59,64259,112867,F,0
882,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",KERALA,27.8,6.1,7.8,2905,1.3,0.54,422,997,C,1
883,KARAPUZHA DAM AT WAYANaND,KERALA,26.4,6.9,7.4,112,0.5,0.35,50,67,B,1
884,"R KARINGODE AT KAKKADAVU,  KERALA",KERALA,29.6,7,6.9,51,1.1,0.18,44,317,B,1
885,"KARAMANaN AT MOONNaNTTUMUKKU, KERALA",KERALA,27,3.1,7.2,1416,13.2,4.41,2992,19917,F,0
886,"RIVER KARAMANaN AT ARUVIKARA, THIRUVANaNTHAPURAM",KERALA,26.3,7,7.1,30,0.5,0.32,211,496,B,1
887,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,30,6.1,7,59,1.8,0.58,89,282,B,1
888,R KAVVAI AT KUTTIYOL PALAM,KERALA,28,6,6.4,61,2.1,0.28,87,300,C,1
889,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA,30.1,6.3,7,105,2.8,0.37,142,543,C,1
890,R KORAYAR AT KANJIKODE,KERALA,27.9,6.9,8.1,502,0.9,0.72,382,615,C,1
891,"R KUPPAM AT THALIPARAMBA, KERALA",KERALA,27,5.9,6.7,14662,1.5,0.52,144,377,B,1
892,R KUPPAM AT RAYAROM,KERALA,26,7.8,6.8,49,1.4,0.3,122,319,B,1
893,"R KUTTIYADE AT KUTTIYADY ESTATE, KERALA",KERALA,27.7,7.1,7.4,380,1,0.14,1527,66382,F,0
894,"R MAHE AT VALAYAM, KERALA",KERALA,27.1,7.3,7.2,67,0.9,0.38,6490,3471,C,1
895,R MAMOM AT MAMOM BRIDGE,KERALA,26.5,6.2,7.2,51,0.8,0.23,331,942,C,1
896,"MANIMALA  AT KALLOOPARA, KERALA",KERALA,28.5,7.2,6.8,69,1.2,0.45,706,941,C,1
897,"MANIMALA AT THONDRA, KERALA",KERALA,28.7,6.9,6.7,75,2.5,0.4,526,701,C,1
898,"MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANaND",KERALA,25.7,6.3,7.4,113,0.6,0.88,98,128,B,1
899,R MANJESWAR AT BAJRAKKARA BR.,KERALA,29.3,7.6,6.8,79,1.6,0.31,48,109,B,1
900,"MEENaNCHIL AT KIDANGOOR, KERALA",KERALA,27,7,7.2,57,0.6,0.46,2117,3558,C,1
901,R MOGRAL AT MOGRAL BR.,KERALA,30.9,5.9,7,22576,1.5,0.35,42,253,B,1
902,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA,27.1,6.8,7.2,105,0.6,0.39,1200,2392,C,1
903,R NEELASWARAM AT NaNMBIARKAL DAM,KERALA,30.3,6.3,6.7,2315,1.3,0.17,55,278,B,1
904,"R NEELESWARAM AT HOSDURG, KERALA",KERALA,30.4,6.4,6.9,18569,1,0.27,40,277,B,1
905,"R NEYYAR AT AMARAVILA, KERALA",KERALA,26.2,6.6,7.3,45,0.6,0.39,228,940,C,1
906,R NEYYAR AT ARUVIPURAM,KERALA,26.2,6.9,7.2,42,0.5,0.18,151,774,C,1
907,R PALLICKAL AT NELLIMUKAL,KERALA,25.1,6,7.3,92,1.7,0.56,256,597,C,1
908,"PAMBA AT CHENGANNUR, KERALA",KERALA,27.4,6.1,7.2,59,0.7,1.04,181,311,B,1
909,"PAMBA AT THAKAZHY, KERALA",KERALA,28.1,4.5,6.9,1190,0.7,1.17,218,388,C,1
910,"PAMBA DOWN, KERALA",KERALA,28.3,4.2,7,69,0.6,1.04,240,420,C,1
911,"PERIYAR NEAR ALWAYENaNELOOR, KERALA",KERALA,28.2,6,7,5569,2.2,0.68,473,1894,C,1
912,"PERIYAR AT KALADY, KERALA",KERALA,27.2,7.3,7,34,1,0.27,234,927,C,1
913,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA,27.4,6.3,7,44,1.6,0.32,487,1876,C,1
914,RIVER PERIYAR AT MUPPATHADAM,KERALA,28.2,6.4,7.2,49,1.4,0.23,362,1357,C,1
915,RIVER PERIYAR AT PATHALAM,KERALA,27.9,5.9,7,3272,2.2,0.62,330,1284,C,1
916,R PERIYAR AT KALAMASSERY,KERALA,27.3,4.6,7,65,1.7,0.28,631,1937,C,1
917,R PERIYAR AT PURAPPALLIKAVU,KERALA,28.2,6.5,6.9,4650,2,1,340,1573,C,1
918,"PERIYAR AT KWA INTAKENaN ALUVA, ERNaNKULAM",KERALA,28.2,6.5,7,42,1.4,1,249,1221,C,1
919,R PERUVAMBA AT CHANDAPPURA,KERALA,26.7,6.4,6.4,45,1.2,1,142,376,C,1
920,R PULLUR AT PULLUR BR.,KERALA,28,6,6.1,56,1.2,0,136,438,C,1
921,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,29.7,5.3,6.8,99,2.8,0.79,106,523,C,1
922,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,28.2,3.6,6.5,22131,1.8,0.95,105,261,F,0
923,R SHRIYA AT ANGADIMOGARU,KERALA,28.9,6.9,6.7,66,1.8,0,93,205,B,1
924,R THALLASSERY AT PATHIPPALAM,KERALA,26.4,6,6.6,67,1.5,3.69,168,398,B,1
925,R THIRUR AT THALAKKADATHUR BRIDGE,KERALA,30,4.9,6.8,9107,1.6,1,208,614,C,1
926,R UPPALA AT  UPPALA BR.,KERALA,30.8,6.3,7,18931,1.4,1,34,201,B,1
927,"RIVER VALAPATTANaNM AT PARASSINIKADAVU, KANNUR",KERALA,27.8,6.6,6.8,15525,1.1,0.06,149,347,B,1
928,"VAMANaNPURAM, KERALA",KERALA,26.7,7.1,7.5,46,0.8,1,239,1097,C,1
929,"NaNGAVALLI AT THOTAPALLI REGULATOR, A.P.",ANDHRA PRADESH,27,6,7.3,432,1.2,3,3,78,B,1
930,"RIVER VAMSHADHARA, KALINGAPATNaNM,VIZIANaNGARAM",ANDHRA PRADESH,26.8,6.1,7.7,328,1.2,1,3,211,B,1
931,"U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",ANDHRA PRADESH,19,5.8,7.8,707,0.6,0.85,2,1100,C,1
932,"D/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",ANDHRA PRADESH,21.4,6.1,8,674,0.9,1,2,1260,C,1
933,"KALI AT D/S WEST COAST PAPER MILL, KARNaNTAKA",KARNaNTAKA,27.1,7.3,7.3,164,2.3,1,115,336,B,1
934,"KALI AT U/S OF WCPM, DANDELI, KARNaNTAKA",KARNaNTAKA,26.3,7.6,7.4,122,2.4,1,223,834,C,1
935,KUMARADHARA NaN U/S OF UPPINaNGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,KARNaNTAKA,28.3,6.5,7.1,95,1,0,156,212,B,1
936,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNaNTAKA,27.9,6.5,7.1,56,1,0,30,79,B,1
937,"BUDHABALANGA, D/S OF BARIPADA TOWN",ORISSA,23.4,7.5,7.8,237,1.4,0.89,8281,18918,D,0
938,BUDHABALANGA AT BALASORE D/S,ORISSA,23.5,7.6,7.6,3688,2.3,2.66,19264,32918,F,0
939,"RIVER KERANDI(INTAKE WELL OF NaNLCO REFINaNRY, HAL, SUNaNBEDA)",ORISSA,22.4,7.3,7.5,82,1.2,1.58,15816,17512,E,0
940,"NaNGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA,26.8,7.5,8,202,1.4,1.89,11771,23191,E,0
941,"NaNGAVALLI AT JAYKAYPUR D/S, ORISSA",ORISSA,26.5,7.3,7.9,232,2.9,2.23,9026,30836,F,0
942,"NaNGAVALLI AT RAYAGADA D/S, ORISSA",ORISSA,22,7.4,7.9,246,2.3,1.9,1850,3900,C,1
943,"RUSHIKULYA AT GANJAM U/S, ORISSA",ORISSA,27.6,6.9,8.1,3960,2,2.26,19058,22523,F,0
944,"RUSHIKULYA AT GANJAM D/S, ORISSA",ORISSA,26.8,7,8,28222,1.8,2.54,16613,10469,F,0
945,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINaN PROJECT),ORISSA,25.6,7.2,7.8,201,1.3,1.59,29937,31034,E,0
946,VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY),ORISSA,26.5,7.3,8,221,1.2,2.26,16103,5289,F,0
952,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNaNDU",TAMILNaNDU,27.8,6.7,7.5,1088,1.7,0,194,474,B,1
953,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINaNSAM,TAMILNaNDU",TAMILNaNDU,23.4,7.2,6.5,73,3.1,0,19,59,E,0
954,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNaNDU",TAMILNaNDU,25.4,6.7,6.3,98,3.3,1.5,21,74,E,0
955,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNaNDU.",TAMILNaNDU,26.3,6.3,6.5,143,4,4,38,124,F,0
956,"TAMBIRAPARANI AT MURAPPANaNDU, TAMILNaNDU",TAMILNaNDU,29,6.6,6.9,260,5.4,1,17,53,D,0
957,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNaNDU",TAMILNaNDU,24.6,7.1,6.3,71,3.5,1,24,82,E,0
958,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNaNDU",TAMILNaNDU,23.5,6.9,6.3,65,3.5,0,17,52,E,0
959,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNaNDU",TAMILNaNDU,29,7.3,7.1,607,3.6,0.88,33,104,D,0
960,"TAMBIRAPARANI AT ERAL, THOTHUKUDI, TAMILNaNDU",TAMILNaNDU,27,6.1,7,446,5.2,0.56,26,77,D,0
961,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI, TAMILNaNDU",TAMILNaNDU,24,6.9,6.4,94,3.2,1.59,20,65,E,0
962,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANaNICUT, TIRUNELVELI, TAMILNaNDU",TAMILNaNDU,28.7,6.8,6.8,451,9.4,0.55,22,58,D,0
963,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI, TAMILNaNDU",TAMILNaNDU,26.3,6,6.6,169,3.9,2,22,84,F,0
964,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI, TAMILNaNDU",TAMILNaNDU,25.7,6.5,6.7,187,3.3,3,32,113,F,0
965,"VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT, TAMILNaNDU",TAMILNaNDU,26.8,3.4,7.8,2577,164.9,1.5,148825783,160405392,F,0
966,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,23.3,5.5,7.2,636,9.7,4,1328,4975,F,0
967,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB,22.8,4.7,7.3,1088,23.8,4,28250,56000,F,0
968,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,23.3,5.3,7.2,689,11.3,4,1350,6025,F,0
969,"GHAGGAR AT RATANHERI, D/S OF PATIALA NaNDI (AFTER CONFL.), PUNJAB",PUNJAB,21.8,4.9,7.3,1267,23.5,3,24750,54250,F,0
970,"D/S CHHATBIR, PUNJAB",PUNJAB,24.3,5.3,7.4,852,13,4,13775,26750,F,0
971,"U/S DHAKANSU NaNLLAH, PUNJAB",PUNJAB,23.5,4.9,7.5,977,16.5,5,12375,30500,F,0
972,"D/S DHAKANSU NaNLLAH, PUNJAB",PUNJAB,24,4.4,7.4,1256,24.8,6,25250,55250,F,0
973,"D/S JHARMAL NaNDI, PUNJAB",PUNJAB,23.5,4.8,7.2,1021,20.3,4,22875,43700,F,0
974,"U/S JHARMAL NaNDI, PUNJAB",PUNJAB,23.3,5.1,7.3,971,14.8,5,2125,8425,F,0
975,"GHAGGER AT MOONaNK, PUNJAB",PUNJAB,22.5,4.6,7.4,1284,24.3,4,21500,50000,F,0
976,"D/S SARDULGARH, PUNJAB",PUNJAB,26,4,7.4,1096,26,3,31750,57500,F,0
977,"U/S SARDULGARH, PUNJAB",PUNJAB,25.8,4.4,7.3,1002,21.5,4,21000,43750,F,0
982,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANaN NEAR RD NO. 629, RAJASTHAN",RAJASTHAN,30.7,4.8,7.6,295,0.8,0,4,9,C,1
